,partido,candidato,nick,followers,fecha,post,post_clean,sentimiento,sentimiento_num,negative,neutral,positive,video,foto,repost,retweet,viewed,comments,comments vs viewed,shared,shared vs viewed,likes,likes vs viewed,votos,porcentaje,escaños,Num_words_POST,sentimiento_clean
236,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-19,"Buenos días, llevamos años con un gobierno de la Comunidad de Madrid defiende siempre a los fondos buitre. Crearemos una viceconsejería de los inquilinos que desarrolle políticas de vivienda desde la perspectiva de la defensa de sus derechos.

-Y arreglar la sanidad pública-","buenos das llevamos aos con un gobierno de la comunidad de madrid defiende siempre a los fondos buitre crearemos una viceconsejera de los inquilinos que desarrolle polticas de vivienda desde la perspectiva de la defensa de sus derechos

y arreglar la sanidad pblica",Positive,1,0.16889368,0.14608534,0.685021,False,False,False,False,13400,147,0.0109701492537313,48,0.0035820895522388,132,0.0098507462686567,615171,0.1835,27,43,buenos das llevamos aos gobierno comunidad madrid defiende siempre fondos buitre crearemos viceconsejera inquilinos desarrolle polticas vivienda perspectiva defensa derechos arreglar sanidad pblica
237,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-19,"Aquí trabajamos por Madrid, aspiramos a Madrid y vamos a gobernar Madrid. Somos la única alternativa al PP.

Me entrevistan en 
@Madridiario
:","aqu trabajamos por madrid aspiramos a madrid y vamos a gobernar madrid somos la nica alternativa al pp

me entrevistan en 

",Positive,1,0.112510286,0.10202049,0.78546923,False,True,True,False,14000,178,0.0127142857142857,73,0.0052142857142857,191,0.0136428571428571,615171,0.1835,27,23,aqu trabajamos madrid aspiramos madrid vamos gobernar madrid nica alternativa pp entrevistan
238,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-19,"El Gobierno del #PPAyuso ha burlado la legalidad con 1.436 ‘pagos sin contrato’, por +1.700 Mill€, entre 2020 y 2022. 

En 
@MasMadrid__
no vamos a pasar por alto este abuso de la legalidad, y hemos pedido al Tribunal de Cuentas que despeje responsabilidades de todo tipo.

🧶1…","el gobierno del ppayuso ha burlado la legalidad con 1436 pagos sin contrato por 1700 mill entre 2020 y 2022 

en 

no vamos a pasar por alto este abuso de la legalidad y hemos pedido al tribunal de cuentas que despeje responsabilidades de todo tipo

1",Negative,-1,0.9367516,0.03659364,0.026654778,False,True,False,True,6410,7,0.0010920436817472,39,0.0060842433697347,71,0.0110764430577223,615171,0.1835,27,47,gobierno ppayuso burlado legalidad 1436 pagos contrato 1700 mill 2020 2022 vamos pasar alto abuso legalidad pedido tribunal cuentas despeje responsabilidades tipo 1
239,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-19,"Vamos a darle un vuelco a Madrid para que gobierne la sensatez y la decencia. No es una utopía, es lo próximo.

Me entrevistan en 
@elmundoes
:","vamos a darle un vuelco a madrid para que gobierne la sensatez y la decencia no es una utopa es lo prximo

me entrevistan en 

",Negative,-1,0.7221745,0.12316907,0.1546564,False,True,True,False,24100,417,0.0173029045643153,98,0.0040663900414937,176,0.0073029045643153,615171,0.1835,27,27,vamos darle vuelco madrid gobierne sensatez decencia utopa prximo entrevistan
240,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-19,"Este sábado, en el acto central de campaña, vamos de Madrid al cielo 💚

No faltes, consigue tu entrada gratuita en https://masmadrid.org/actocentral/","este sbado en el acto central de campaa vamos de madrid al cielo 

no faltes consigue tu entrada gratuita en ",Positive,1,0.006309553,0.03440559,0.9592848,False,True,False,False,21200,246,0.0116037735849056,83,0.0039150943396226,267,0.0125943396226415,615171,0.1835,27,22,sbado acto central campaa vamos madrid cielo faltes consigue entrada gratuita
241,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-19,"Este domingo 21, celebramos la fiesta de la Cultura en el Parque de la Constitución, en la Calle Desarrollo.

Habrá música en directo, djs, circo, danza, poesía, paella y paella vegana.

Y lo que es mejor, 
@Monica_Garcia_G
y 
@EmilioDelgadoOr
en muy buena compañía 💫","este domingo 21 celebramos la fiesta de la cultura en el parque de la constitucin en la calle desarrollo

habr msica en directo djs circo danza poesa paella y paella vegana

y lo que es mejor 

y 

en muy buena compaa ",Positive,1,0.027642002,0.05244237,0.9199157,False,True,False,True,6496,11,0.0016933497536945,31,0.0047721674876847,52,0.0080049261083743,615171,0.1835,27,44,domingo 21 celebramos fiesta cultura parque constitucin calle desarrollo habr msica directo djs circo danza poesa paella paella vegana mejor buena compaa
242,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-19,"Ayer Fuenlabrada.
Hoy Alcalá de Henares.
Mañana Plaza Mayor de Madrid.","ayer fuenlabrada
hoy alcal de henares
maana plaza mayor de madrid",Neutral,0,0.100311026,0.7480216,0.15166742,False,True,False,True,8442,14,0.0016583747927031,41,0.0048566690357735,107,0.0126747216299455,615171,0.1835,27,11,ayer fuenlabrada hoy alcal henares maana plaza mayor madrid
243,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-20,"Nos vemos en un rato en Plaza Mayor.

¡Os esperamos! 💚","nos vemos en un rato en plaza mayor

os esperamos ",Positive,1,0.0033182115,0.03436244,0.9623194,False,False,False,True,11300,27,0.0023893805309734,51,0.0045132743362831,142,0.0125663716814159,615171,0.1835,27,11,vemos rato plaza mayor esperamos
244,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-20,"💚 #DeMadridAlCielo28M.
Síguelo en directo en https://youtube.com/live/ZEALfKny43Q"," demadridalcielo28m
sguelo en directo en ",Positive,1,0.020065948,0.09317472,0.8867594,False,True,False,False,8808,35,0.0039736603088101,37,0.0042007266121707,122,0.0138510445049954,615171,0.1835,27,7,demadridalcielo28m sguelo directo
245,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-20,"Y este domingo en Móstoles, fiesta de la cultura 😍 Con la mejor compañía, artistas y paella 💚",y este domingo en mstoles fiesta de la cultura  con la mejor compaa artistas y paella ,Positive,1,0.010403023,0.025008207,0.96458876,False,True,False,False,6849,17,0.0024821141772521,18,0.0026281208935611,69,0.0100744634253175,615171,0.1835,27,18,domingo mstoles fiesta cultura mejor compaa artistas paella
246,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-20,"Vamos a reventar las urnas de ilusión por lo próximo. Este 28M vota Más Madrid.

#DeMadridAlCielo28M","vamos a reventar las urnas de ilusin por lo prximo este 28m vota ms madrid

demadridalcielo28m",Positive,1,0.037893828,0.033816107,0.92829,False,True,False,False,38100,338,0.0088713910761154,199,0.0052230971128608,475,0.0124671916010498,615171,0.1835,27,16,vamos reventar urnas ilusin prximo 28m vota ms madrid demadridalcielo28m
247,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-20,Esperanza Aguirre criticó el buenismo de Manuela en 2015. Almeida critica mi sonrisa. Ya sabemos cómo termina la historia 😌,esperanza aguirre critic el buenismo de manuela en 2015 almeida critica mi sonrisa ya sabemos cmo termina la historia ,Negative,-1,0.6511073,0.1432514,0.20564133,False,True,False,True,52800,117,0.002215909090909,192,0.0036363636363636,569,0.0107765151515151,615171,0.1835,27,20,esperanza aguirre critic buenismo manuela 2015 almeida critica sonrisa sabemos cmo termina historia
248,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-20,"Y la tarde del domingo estaremos en Parla, con 
@Miguel_Schez_
y muchas más ☺️","y la tarde del domingo estaremos en parla con 

y muchas ms ",Positive,1,0.009033518,0.07037204,0.9205945,False,True,False,False,13300,34,0.0025563909774436,31,0.0023308270676691,96,0.0072180451127819,615171,0.1835,27,14,tarde domingo parla muchas ms
249,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-20,Con la piel de gallina cada vez que pienso en la Plaza Mayor. Queda una semana y vamos a dar la sorpresa. Lo próximo es Más Madrid.,con la piel de gallina cada vez que pienso en la plaza mayor queda una semana y vamos a dar la sorpresa lo prximo es ms madrid,Positive,1,0.15625662,0.1078296,0.7359138,False,True,False,False,114100,739,0.0064767747589833,154,0.0013496932515337,570,0.0049956178790534,615171,0.1835,27,27,piel gallina cada vez pienso plaza mayor queda semana vamos dar sorpresa prximo ms madrid
250,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-21,"Una vez más apoyamos este acto de cierre de la consulta ciudadana por la #SanidadPública. ¡Recortar en sanidad es un acto criminal!. ⁦
@FRAVM
⁩. Con tu voto el #28M se tiene que notar.","una vez ms apoyamos este acto de cierre de la consulta ciudadana por la sanidadpblica recortar en sanidad es un acto criminal 

 con tu voto el 28m se tiene que notar",Negative,-1,0.9293913,0.03889442,0.031714186,False,True,False,True,4754,7,0.0014724442574673,25,0.0052587294909549,53,0.0111485065208245,615171,0.1835,27,34,vez ms apoyamos acto cierre consulta ciudadana sanidadpblica recortar sanidad acto criminal voto 28m notar
251,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-21,"Queda una semana para que Móstoles disfrute de 
@EmilioDelgadoOr
como alcalde y de un gobierno de Más Madrid en la comunidad que ponga al Sur en el centro. Lo estamos rozando con los dedos.","queda una semana para que mstoles disfrute de 

como alcalde y de un gobierno de ms madrid en la comunidad que ponga al sur en el centro lo estamos rozando con los dedos",Positive,1,0.2801212,0.111714885,0.6081639,False,True,False,False,12900,52,0.0040310077519379,45,0.0034883720930232,151,0.0117054263565891,615171,0.1835,27,34,queda semana mstoles disfrute alcalde gobierno ms madrid comunidad ponga sur centro rozando dedos
252,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-21,"Desde ⁦⁦
@MasMadrid__
⁩ nos comprometemos con la movilidad ciclista. Esta región tiene que dejar de ser la aldea gala de Europa que se resiste a implementar el uso de la 🚲
Basta de malos humos! 
🌿🌼 #ciudadesamables #redciclista","desde 

 nos comprometemos con la movilidad ciclista esta regin tiene que dejar de ser la aldea gala de europa que se resiste a implementar el uso de la 
basta de malos humos 
 ciudadesamables redciclista",Negative,-1,0.5743465,0.15673608,0.26891747,False,True,False,True,5580,4,0.0007168458781362,20,0.003584229390681,62,0.0111111111111111,615171,0.1835,27,39,comprometemos movilidad ciclista regin dejar ser aldea gala europa resiste implementar uso basta malos humos ciudadesamables redciclista
253,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-21,"Tarde en Parla, contrarrestando la lluvia con el calor de las vecinas y vecinos 💚. Cada vez más abrazos, cada vez más personas que saben que lo próximo llega a Madrid en una semana.",tarde en parla contrarrestando la lluvia con el calor de las vecinas y vecinos  cada vez ms abrazos cada vez ms personas que saben que lo prximo llega a madrid en una semana,Positive,1,0.027491262,0.028753242,0.94375545,False,True,False,False,16100,118,0.0073291925465838,63,0.0039130434782608,188,0.0116770186335403,615171,0.1835,27,34,tarde parla contrarrestando lluvia calor vecinas vecinos cada vez ms abrazos cada vez ms personas saben prximo llega madrid semana
254,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-21,"Buenos días, estudiar no debe ser algo solo para quienes se lo puedan pagar, por eso proponemos la creación de ""becas salario"" que logren que nadie se quede fuera de la universidad por motivos económicos.

-Y arreglar la sanidad pública-","buenos das estudiar no debe ser algo solo para quienes se lo puedan pagar por eso proponemos la creacin de becas salario que logren que nadie se quede fuera de la universidad por motivos econmicos

y arreglar la sanidad pblica",Positive,1,0.25850955,0.2473272,0.4941633,False,False,False,False,43400,292,0.0067281105990783,110,0.0025345622119815,262,0.006036866359447,615171,0.1835,27,40,buenos das estudiar debe ser solo puedan pagar proponemos creacin becas salario logren nadie quede universidad motivos econmicos arreglar sanidad pblica
255,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-22,"Esta entrevista que me hizo 
@arvaldivia
fue bien agradable (y veloz).","esta entrevista que me hizo 

fue bien agradable y veloz",Positive,1,0.018262632,0.03636446,0.94537294,False,True,False,True,30600,6,0.0001960784313725,36,0.0011764705882352,83,0.0027124183006535,615171,0.1835,27,11,entrevista hizo bien agradable veloz
256,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-22,"📻 En breves minutos 
@Monica_Garcia_G
será entrevistada en RNE

📲 Puedes seguirlo en directo aquí: https://rtve.es/radio/"," en breves minutos 

ser entrevistada en rne

 puedes seguirlo en directo aqu ",Neutral,0,0.008211784,0.9610135,0.030774755,False,True,False,True,7345,12,0.0016337644656228,23,0.0031313818924438,77,0.0104833219877467,615171,0.1835,27,16,breves minutos ser entrevistada rne puedes seguirlo directo aqu
257,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-22,"El caso de Vinicius no es aislado, el racismo es intolerable y su persistente aparición en campos de fútbol precisa de tomar medidas contundentes allí donde ocurra.

Los campos de fútbol tienen que ser lugares donde reine la deportividad, el compañerismo y los valores.","el caso de vinicius no es aislado el racismo es intolerable y su persistente aparicin en campos de ftbol precisa de tomar medidas contundentes all donde ocurra

los campos de ftbol tienen que ser lugares donde reine la deportividad el compaerismo y los valores",Negative,-1,0.7666178,0.14013518,0.09324694,False,False,False,False,22900,145,0.0063318777292576,83,0.0036244541484716,232,0.0101310043668122,615171,0.1835,27,44,caso vinicius aislado racismo intolerable persistente aparicin campos ftbol precisa tomar medidas contundentes all ocurra campos ftbol ser lugares reine deportividad compaerismo valores
258,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-22,"Desde hoy, el nuevo Parque de Santander, en Chamberí, existe a pesar del PP.
Existe gracias a la lucha de vecinas y vecinos de Chamberí para que no nos robarais ese trozo de distrito.
Que no se nos olvide: el Parque de Santander es una victoria de Madrid contra el PP 💚","desde hoy el nuevo parque de santander en chamber existe a pesar del pp
existe gracias a la lucha de vecinas y vecinos de chamber para que no nos robarais ese trozo de distrito
que no se nos olvide el parque de santander es una victoria de madrid contra el pp ",Positive,1,0.3791677,0.1664919,0.45434043,False,True,False,True,11000,3,0.0002727272727272,43,0.0039090909090909,145,0.0131818181818181,615171,0.1835,27,52,hoy nuevo parque santander chamber existe pesar pp existe gracias lucha vecinas vecinos chamber robarais trozo distrito olvide parque santander victoria madrid pp
259,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-22,"Como Almeida no quiere anunciar a seis días de las elecciones que deja en la calle a miles de familias, las deja con la incertidumbre hasta al día de después. Un buen resumen de sus políticas que tocan a fin este domingo.",como almeida no quiere anunciar a seis das de las elecciones que deja en la calle a miles de familias las deja con la incertidumbre hasta al da de despus un buen resumen de sus polticas que tocan a fin este domingo,Negative,-1,0.95511645,0.026873372,0.018010167,False,False,True,False,22300,43,0.0019282511210762,238,0.0106726457399103,389,0.0174439461883408,615171,0.1835,27,42,almeida quiere anunciar seis das elecciones deja calle miles familias deja incertidumbre da despus buen resumen polticas tocan fin domingo
260,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-22,"En Madrid 350.000 personas estudian en la universidad, deben poder hacerlo con recursos suficientes. 

Vamos a crear un sistema de becas salario para que nadie deje la carrera por motivos económicos y un complemento erasmus que les ayude a afrontar los gastos de vivir fuera.","en madrid 350000 personas estudian en la universidad deben poder hacerlo con recursos suficientes 

vamos a crear un sistema de becas salario para que nadie deje la carrera por motivos econmicos y un complemento erasmus que les ayude a afrontar los gastos de vivir fuera",Negative,-1,0.7755695,0.11385789,0.110572636,False,True,False,False,16400,106,0.0064634146341463,65,0.0039634146341463,179,0.0109146341463414,615171,0.1835,27,45,madrid 350000 personas estudian universidad deben poder hacerlo recursos suficientes vamos crear sistema becas salario nadie deje carrera motivos econmicos complemento erasmus ayude afrontar gastos vivir
261,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-22,Quedan 6 días ✨,quedan 6 das ,Positive,1,0.008776619,0.02928898,0.96193445,False,True,False,True,678200,540,0.0007962253022707,606,0.0008935417281038,1919,0.002829548805662,615171,0.1835,27,4,quedan 6 das
262,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-22,"Ante quienes quieren ruido, la experiencia de 
@Rita_Maestre
pateando cada barrio de Madrid, escuchando a las vecinas, proponiendo soluciones. Madrid merece y necesita esta alcaldesa #DebateTM","ante quienes quieren ruido la experiencia de 

pateando cada barrio de madrid escuchando a las vecinas proponiendo soluciones madrid merece y necesita esta alcaldesa debatetm",Positive,1,0.36077031,0.1326087,0.506621,False,True,False,False,16900,118,0.00698224852071,80,0.0047337278106508,234,0.0138461538461538,615171,0.1835,27,26,quieren ruido experiencia pateando cada barrio madrid escuchando vecinas proponiendo soluciones madrid merece necesita alcaldesa debatetm
263,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-22,"Y 14 escuelas infantiles. 
#DebateTM","y 14 escuelas infantiles 
debatetm",Negative,-1,0.52080816,0.43880183,0.040389918,False,True,False,True,5751,1,0.0001738828029907,27,0.0046948356807511,62,0.0107807337854286,615171,0.1835,27,5,14 escuelas infantiles debatetm
264,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-22,"El futuro sonríe a Madrid. 
Volvemos a Cibeles. 
#DebateTM #RitaAlcaldesa","el futuro sonre a madrid 
volvemos a cibeles 
debatetm ritaalcaldesa",Positive,1,0.048447,0.053624723,0.8979283,False,True,False,False,69200,335,0.0048410404624277,14,0.0002023121387283,642,0.0092774566473988,615171,0.1835,27,10,futuro sonre madrid volvemos cibeles debatetm ritaalcaldesa
265,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-23,"Buenos días, hace unos meses Francia anunció que dispensaría preservativos gratuitos para población joven. Proponemos copiar la medida y ampliar la edad -entre otras medidas-, para actuar sobre el incremento de infecciones de transmisión sexual. 

-Y arreglar la sanidad pública-","buenos das hace unos meses francia anunci que dispensara preservativos gratuitos para poblacin joven proponemos copiar la medida y ampliar la edad entre otras medidas para actuar sobre el incremento de infecciones de transmisin sexual 

y arreglar la sanidad pblica",Positive,1,0.08280821,0.29621348,0.6209783,False,False,False,False,47300,351,0.0074207188160676,86,0.0018181818181818,253,0.0053488372093023,615171,0.1835,27,40,buenos das hace meses francia anunci dispensara preservativos gratuitos poblacin joven proponemos copiar medida ampliar edad medidas actuar incremento infecciones transmisin sexual arreglar sanidad pblica
266,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-23,"Ni una consejería de Sanidad dirigida por Ayuso, ni una de Educación dirigida por Monasterio. Vamos a dar una sorpresa, no damos Madrid por perdida.

Me entrevistan en 
@elpais_espana
:","ni una consejera de sanidad dirigida por ayuso ni una de educacin dirigida por monasterio vamos a dar una sorpresa no damos madrid por perdida

me entrevistan en 

",Negative,-1,0.9286158,0.041140363,0.030243807,False,True,True,False,14300,99,0.0069230769230769,105,0.0073426573426573,239,0.0167132867132867,615171,0.1835,27,30,consejera sanidad dirigida ayuso educacin dirigida monasterio vamos dar sorpresa damos madrid perdida entrevistan
267,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-23,"📺Hoy, además del programa diario de Menuda Papeleta a las 13h como siempre, tenemos entrevista en directo a 
@Monica_Garcia_G


Será a partir de las 13:30 en nuestro canales de youtube y twitch.

Síguelo aquí:
👉https://twitch.tv/elsaltodiario 
👉https://youtube.com/@elsaltotv","hoy adems del programa diario de menuda papeleta a las 13h como siempre tenemos entrevista en directo a 



ser a partir de las 1330 en nuestro canales de youtube y twitch

sguelo aqu
 
",Neutral,0,0.0146243395,0.9631013,0.022274332,False,True,False,True,9270,2,0.0002157497303128,17,0.0018338727076591,25,0.0026968716289104,615171,0.1835,27,36,hoy adems programa diario menuda papeleta 13h siempre entrevista directo ser partir 1330 canales youtube twitch sguelo aqu
268,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-23,¿Qué ha hecho Almeida para mejorar tu vida durante estos 4 años?,qu ha hecho almeida para mejorar tu vida durante estos 4 aos,Negative,-1,0.43079582,0.38336095,0.1858432,False,True,False,True,38300,286,0.0074673629242819,199,0.005195822454308,617,0.0161096605744125,615171,0.1835,27,12,qu hecho almeida mejorar vida 4 aos
269,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-23,"Qué poquita vergüenza tenéis que tener, 
@ppchamberi
, para presumir de este parque.

Habéis estado 17 años defendiendo el golf ilegal de Ignacio González. Ayuso votó en contra del parque.

Afortunadamente los vecinos conocen su barrio mejor de lo que creéis.","qu poquita vergenza tenis que tener 

 para presumir de este parque

habis estado 17 aos defendiendo el golf ilegal de ignacio gonzlez ayuso vot en contra del parque

afortunadamente los vecinos conocen su barrio mejor de lo que creis",Negative,-1,0.9464904,0.028056264,0.025453333,False,True,False,True,13900,5,0.0003597122302158,186,0.0133812949640287,291,0.0209352517985611,615171,0.1835,27,41,qu poquita vergenza tenis tener presumir parque habis 17 aos defendiendo golf ilegal ignacio gonzlez ayuso vot parque afortunadamente vecinos conocen barrio mejor creis
270,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-23,"Recorremos junto a 
@Melanie_Vogel_
el renaturalizado Madrid Río que hace de Madrid una ciudad más verde y sana. 
Vamos a reverdecer la región para combatir las olas de calor creando un cinturón verde con corredores ecológicos para que todo el mundo tenga una zona verde cerca.","recorremos junto a 

el renaturalizado madrid ro que hace de madrid una ciudad ms verde y sana 
vamos a reverdecer la regin para combatir las olas de calor creando un cinturn verde con corredores ecolgicos para que todo el mundo tenga una zona verde cerca",Positive,1,0.07255234,0.10798299,0.81946474,False,True,False,False,17400,18,0.0010344827586206,40,0.0022988505747126,102,0.0058620689655172,615171,0.1835,27,46,recorremos junto renaturalizado madrid ro hace madrid ciudad ms verde sana vamos reverdecer regin combatir olas calor creando cinturn verde corredores ecolgicos mundo zona verde cerca
271,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-23,"Muchas gracias a 
@PoderMigrante_N
por darnos este espacio amable para poder reflexionar y compartir nuestras propuestas. Este 28M es fundamental el voto de todas las personas progresistas. #VotoMigrante28M #PoderMigrante #MásMadrid","muchas gracias a 

por darnos este espacio amable para poder reflexionar y compartir nuestras propuestas este 28m es fundamental el voto de todas las personas progresistas votomigrante28m podermigrante msmadrid",Positive,1,0.010165873,0.017433712,0.9724005,False,True,False,True,7521,5,0.0006648052120728,22,0.0029251429331205,44,0.0058502858662411,615171,0.1835,27,30,muchas gracias darnos espacio amable poder reflexionar compartir propuestas 28m fundamental voto todas personas progresistas votomigrante28m podermigrante msmadrid
272,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-23,"Madrid se merece políticas verdes, para mejorar la vida cotidiana y hacer deseable nuestro futuro, como los verdes ya lo están demostrando en tantas ciudades europeas.

En nombre de 
@europeangreens
, todo mi apoyo a las fantásticas 
@Monica_Garcia_G
y 
@Rita_Maestre


✊🏽💚😍","madrid se merece polticas verdes para mejorar la vida cotidiana y hacer deseable nuestro futuro como los verdes ya lo estn demostrando en tantas ciudades europeas

en nombre de 

 todo mi apoyo a las fantsticas 

y 



",Positive,1,0.031332277,0.02768734,0.94098043,False,True,False,True,15300,13,0.0008496732026143,82,0.005359477124183,158,0.0103267973856209,615171,0.1835,27,41,madrid merece polticas verdes mejorar vida cotidiana hacer deseable futuro verdes estn demostrando tantas ciudades europeas nombre apoyo fantsticas
273,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-23,"🖐️Las 5 excusas de Ayuso para mantener como temporales a los médicos de Madrid🖐️

Abrimos hilo🧵para desmontarlas y demostrar que solo es cuestión de voluntad política. Si los hospitales públicos se están quedando sin médicos es porque 
@eruizescudero
y 
@fpradosroa
así lo quieren.","las 5 excusas de ayuso para mantener como temporales a los mdicos de madrid

abrimos hilopara desmontarlas y demostrar que solo es cuestin de voluntad poltica si los hospitales pblicos se estn quedando sin mdicos es porque 

y 

as lo quieren",Negative,-1,0.94751775,0.032546222,0.019935923,False,True,False,True,31100,9,0.0002893890675241,288,0.0092604501607717,220,0.0070739549839228,615171,0.1835,27,43,5 excusas ayuso mantener temporales mdicos madrid abrimos hilopara desmontarlas demostrar solo cuestin voluntad poltica si hospitales pblicos estn quedando mdicos as quieren
274,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-23,"Puedes leer sobre ello
Puedes verlo en videos
Puedes escuchar hablar de ello
Puedes verlo en una obra de teatro

Pero lo entiendes con mayúsculas cuando ver la grieta tapada por un cuadro

Hoy en San Fernando con la 
@paml7b
viendo una de las mayores injusticias de nuestra región","puedes leer sobre ello
puedes verlo en videos
puedes escuchar hablar de ello
puedes verlo en una obra de teatro

pero lo entiendes con maysculas cuando ver la grieta tapada por un cuadro

hoy en san fernando con la 

viendo una de las mayores injusticias de nuestra regin",Negative,-1,0.8458918,0.112773485,0.041334774,False,True,False,True,8018,6,0.0007483162883512,49,0.0061112496882015,96,0.0119730606136193,615171,0.1835,27,49,puedes leer ello puedes verlo videos puedes escuchar hablar ello puedes verlo obra teatro entiendes maysculas ver grieta tapada cuadro hoy san fernando viendo mayores injusticias regin
275,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-24,Buenos días. El taxi es un servicio público que llega a donde no siempre es fácil llegar de otra forma. Proponemos convenios para subvencionar a coste fijo traslados en taxi a hospitales si se tarda más de 30 minutos en transporte público. -Y arreglar la sanidad pública-,buenos das el taxi es un servicio pblico que llega a donde no siempre es fcil llegar de otra forma proponemos convenios para subvencionar a coste fijo traslados en taxi a hospitales si se tarda ms de 30 minutos en transporte pblico y arreglar la sanidad pblica,Positive,1,0.16165522,0.41911605,0.41922867,False,False,False,False,159500,498,0.0031222570532915,155,0.0009717868338557,483,0.0030282131661442,615171,0.1835,27,47,buenos das taxi servicio pblico llega siempre fcil llegar forma proponemos convenios subvencionar coste fijo traslados taxi hospitales si tarda ms 30 minutos transporte pblico arreglar sanidad pblica
276,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-24,"Dijeron que retendrían a la gran mayoría de profesionales en nuestra Atención Primaria con buenas condiciones de trabajo.

No lo han conseguido.

Hace falta un cambio de gobierno para que nuestra sanidad sea grande de nuevo.","dijeron que retendran a la gran mayora de profesionales en nuestra atencin primaria con buenas condiciones de trabajo

no lo han conseguido

hace falta un cambio de gobierno para que nuestra sanidad sea grande de nuevo",Negative,-1,0.91098535,0.04654034,0.04247442,False,True,False,False,24500,135,0.0055102040816326,194,0.0079183673469387,384,0.0156734693877551,615171,0.1835,27,36,dijeron retendran gran mayora profesionales atencin primaria buenas condiciones trabajo conseguido hace falta cambio gobierno sanidad grande nuevo
277,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-24,Cada voto cuenta ✨,cada voto cuenta ,Positive,1,0.005930675,0.027844993,0.9662243,False,True,False,True,116600,141,0.0012092624356775,420,0.0036020583190394,1451,0.0124442538593481,615171,0.1835,27,4,cada voto cuenta
278,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-24,"Ser alcaldesa es comprometerse con los vecinos y vecinas. Por eso yo me adelanto a contaros cuáles van a ser mis 10 medidas para los primeros 100 días de gobierno. 

🧵 Abro hilo 🧵","ser alcaldesa es comprometerse con los vecinos y vecinas por eso yo me adelanto a contaros cules van a ser mis 10 medidas para los primeros 100 das de gobierno 

 abro hilo ",Neutral,0,0.15484895,0.71024317,0.13490787,False,True,True,False,267500,140,0.0005233644859813,290,0.0010841121495327,1088,0.0040672897196261,615171,0.1835,27,34,ser alcaldesa comprometerse vecinos vecinas adelanto contaros cules van ser 10 medidas primeros 100 das gobierno abro hilo
