,partido,candidato,nick,followers,fecha,post,post_clean,sentimiento,sentimiento_num,negative,neutral,positive,video,foto,repost,retweet,viewed,comments,comments vs viewed,shared,shared vs viewed,likes,likes vs viewed,votos,porcentaje,escaños
159,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-22,"Me comprometo a que mi gobierno tendrá un plan para paliar las consecuencias de la sequía en Madrid:

100€ por hectárea dañada 🍁

Medidas para el ganado🐄

Hoy con 
@martnez_rafa
, 
@Raquel_Jimeno
, 
@oblancoh
 dando la cara por agricultores y ganaderos.","me comprometo a que mi gobierno tendr un plan para paliar las consecuencias de la sequa en madrid

100 por hectrea daada 

medidas para el ganado

hoy con 

 

 

 dando la cara por agricultores y ganaderos",Positive,1,0.40456772,0.18159485,0.41383743,False,True,True,False,2128,8,0.0037593984962406013,74,0.03477443609022556,117,0.0549812030075188,609718,0.1819,27
160,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-22,"Toda mi condena al ataque en la sede del PP de Móstoles. 

Respeto y educación SIEMPRE.","toda mi condena al ataque en la sede del pp de mstoles 

respeto y educacin siempre",Positive,1,0.34529865,0.15725417,0.49744725,False,False,True,False,25200,80,0.0031746031746031746,104,0.004126984126984127,281,0.01115079365079365,609718,0.1819,27
161,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-23,"🔴 DEBATE ELECTORAL en DIRECTO en 
@La1_tve


Sigue el debate y conoce las propuestas con las que 
@juanlobato_es
 dará la cara por ti y defenderá que #MadridDaParaTodos.

🗓MAÑANA (miércoles 24 de mayo)
⏰A partir de las 22:30h
📺Síguelo aquí: https://rtve.es/play/videos/directo/"," debate electoral en directo en 



sigue el debate y conoce las propuestas con las que 

 dar la cara por ti y defender que madriddaparatodos

maana mircoles 24 de mayo
a partir de las 2230h
sguelo aqu ",Neutral,0,0.045281857,0.89000165,0.06471647,False,True,False,True,5453,35,0.006418485237483954,164,0.03007518796992481,244,0.044746011369888136,609718,0.1819,27
162,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-23,"Madrid necesita regeneración y los políticos tenemos que dar ejemplo.

Todo mi apoyo a Silvia y a los compañeros de Tres Cantos.","madrid necesita regeneracin y los polticos tenemos que dar ejemplo

todo mi apoyo a silvia y a los compaeros de tres cantos",Positive,1,0.06799199,0.06477207,0.86723596,False,True,True,False,13400,213,0.0158955223880597,141,0.010522388059701493,321,0.023955223880597017,609718,0.1819,27
163,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-23,"10 compromisos claros para mi primer año de Gobierno.

Aquí, mi pacto con los madrileños.","10 compromisos claros para mi primer ao de gobierno

aqu mi pacto con los madrileos",Positive,1,0.10147464,0.26450992,0.63401544,False,True,True,False,7957,131,0.016463491265552344,173,0.021741862510996607,254,0.0319215784843534,609718,0.1819,27
164,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-24,En breve…Entrevista con Ferreras en la Sexta!👇🏼,en breveentrevista con ferreras en la sexta,Neutral,0,0.009538619,0.9197544,0.070706934,False,True,True,False,2560,7,0.002734375,16,0.00625,56,0.021875,609718,0.1819,27
165,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-24,"Desde hace unos días, 
@infobae
, el periódico más leído de Argentina, ha abierto delegación en España.

Os dejo la entrevista que me han hecho esta semana. 

¡Bienvenidos a España! 🇦🇷🇪🇸","desde hace unos das 

 el peridico ms ledo de argentina ha abierto delegacin en espaa

os dejo la entrevista que me han hecho esta semana 

bienvenidos a espaa ",Positive,1,0.045572136,0.10163344,0.8527944,False,True,True,False,1969,15,0.007618080243778568,61,0.030980192991366177,105,0.053326561706449976,609718,0.1819,27
166,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-25,"“La Sanidad es el problema más grave, pero la Educación es el reto más grande”.

Os dejo mi entrevista en 
@el_pais
 con 
@JuanJoseMateo
. ","la sanidad es el problema ms grave pero la educacin es el reto ms grande

os dejo mi entrevista en 

 con 

 ",Neutral,0,0.39709923,0.4721077,0.13079302,False,True,True,False,5578,69,0.01237002509860165,122,0.02187163858013625,208,0.03728935102187164,609718,0.1819,27
167,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-25,"Momento crucial para Madrid y para todos los madrileños progresistas. 

Mi compromiso por un Madrid progresista. 

Os cuento en 
@_infoLibre
: https://infolibre.es/opinion/plaza-publica/compromiso-madrid-progresista_129_1504374.html

Este domingo, #VotaPSOE. 
#MadridDaParaTodos","momento crucial para madrid y para todos los madrileos progresistas 

mi compromiso por un madrid progresista 

os cuento en 

 

este domingo votapsoe 
madriddaparatodos",Positive,1,0.05020531,0.084252976,0.86554176,False,False,False,False,8605,53,0.006159209761766415,96,0.01115630447414294,181,0.021034282393957,609718,0.1819,27
168,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-25,Lo que de verdad importa ❤️💪🌹😃,lo que de verdad importa ,Positive,1,0.018983146,0.026222011,0.9547949,False,True,False,False,37100,189,0.005094339622641509,161,0.004339622641509434,328,0.008840970350404313,609718,0.1819,27
169,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Hay otra forma de hacer política. 

Propuestas frente a ocurrencias, seriedad frente a eslóganes vacíos y la responsabilidad frente a culpar a los demás.

Os dejo esta reflexión en 
@publico_es","hay otra forma de hacer poltica 

propuestas frente a ocurrencias seriedad frente a eslganes vacos y la responsabilidad frente a culpar a los dems

os dejo esta reflexin en 
",Neutral,0,0.37828398,0.4404793,0.18123665,False,True,True,False,16700,418,0.02502994011976048,226,0.013532934131736526,399,0.023892215568862275,609718,0.1819,27
170,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Una educación universal, pública y gratuita: 18 y 23 horas lectivas, reducción de ratios en todos los cursos, más y mejores centros, comedor gratuito, capacitación de 250000 jóvenes y no tan jovenes, apertura de centros de 7 a 19 hs…
El 28 de mayo 
@juanlobato_es","una educacin universal pblica y gratuita 18 y 23 horas lectivas reduccin de ratios en todos los cursos ms y mejores centros comedor gratuito capacitacin de 250000 jvenes y no tan jovenes apertura de centros de 7 a 19 hs
el 28 de mayo 
",Positive,1,0.09303321,0.08731439,0.81965244,False,True,False,True,4338,10,0.002305209774089442,60,0.013831258644536652,86,0.0198248040571692,609718,0.1819,27
171,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Mi total apoyo a los 405.000 madrileños y madrileñas con alguna discapacidad, como el autismo, discapacidad física, etc. Y a sus familias y entidades que colaboran.

Tienen mi apoyo y compromiso de que todas las políticas de mi gobierno se verán con esos ojos. 

Gracias, 
@Plenainclusion
, iremos de la mano.","mi total apoyo a los 405000 madrileos y madrileas con alguna discapacidad como el autismo discapacidad fsica etc y a sus familias y entidades que colaboran

tienen mi apoyo y compromiso de que todas las polticas de mi gobierno se vern con esos ojos 

gracias 

 iremos de la mano",Positive,1,0.0345229,0.030011225,0.9354659,False,True,False,False,15900,92,0.0057861635220125785,89,0.00559748427672956,153,0.009622641509433962,609718,0.1819,27
172,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"⏳🙌🏻

#VotaPSOE #MadridDaParaTodos","

votapsoe madriddaparatodos",Positive,1,0.01945435,0.029106634,0.9514391,False,True,False,False,3429,51,0.014873140857392825,78,0.022747156605424323,122,0.03557888597258676,609718,0.1819,27
173,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Por propuestas concretas que creen
más y mejores empleos en Madrid. 

-Plan de Industria 
-Plan de capacitación para 250.000 jóvenes 
-Plan MadridChip 

#VotaPSOE #MadridDaParaTodos","por propuestas concretas que creen
ms y mejores empleos en madrid 

plan de industria 
plan de capacitacin para 250000 jvenes 
plan madridchip 

votapsoe madriddaparatodos",Positive,1,0.09294067,0.105709665,0.80134964,False,True,False,False,4277,93,0.021744213233574936,104,0.0243161094224924,161,0.03764320785597381,609718,0.1819,27
174,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Por y con alegría. 

#VotaPSOE #MadridDaParaTodos","por y con alegra 

votapsoe madriddaparatodos",Positive,1,0.010913533,0.018090244,0.9709962,False,True,False,False,3439,86,0.02500726955510323,80,0.023262576330328584,141,0.04100029078220413,609718,0.1819,27
175,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Por la educación, que es el futuro de tus hijos. 

#VotaPSOE #MadridDaParaTodos","por la educacin que es el futuro de tus hijos 

votapsoe madriddaparatodos",Positive,1,0.10188025,0.18662499,0.7114947,False,True,False,False,3703,42,0.011342155009451797,93,0.025114771806643264,180,0.04860923575479341,609718,0.1819,27
176,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Por tus hijos, tus nietas, tus sobrinos…

#VotaPSOE #MadridDaParaTodos","por tus hijos tus nietas tus sobrinos

votapsoe madriddaparatodos",Positive,1,0.20050843,0.17340253,0.62608904,False,True,False,False,24000,404,0.016833333333333332,177,0.007375,315,0.013125,609718,0.1819,27
177,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Este domingo, vota. 

#VotaPSOE #MadridDaParaTodos","este domingo vota 

votapsoe madriddaparatodos",Positive,1,0.04777558,0.29419225,0.6580321,False,True,False,False,17000,374,0.022,156,0.009176470588235295,345,0.020294117647058824,609718,0.1819,27
179,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-27,"Sábado en familia viendo la exposición “Mamut: el gigante de la Edad de Hielo” de 
@CaixaForum
.

Disfrutando de Madrid ❤️","sbado en familia viendo la exposicin mamut el gigante de la edad de hielo de 



disfrutando de madrid ",Positive,1,0.013174735,0.045689475,0.9411358,False,True,False,False,6127,41,0.006691692508568631,84,0.013709809041945487,225,0.03672270279092541,609718,0.1819,27
180,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-27,"¡Brindando por Madrid con 
@MarotoReyes
! ❤️","brindando por madrid con 

 ",Positive,1,0.007212095,0.01610879,0.9766791,False,True,False,False,6436,67,0.010410192666252331,61,0.009477936606587942,199,0.030919825978868862,609718,0.1819,27
181,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-27,"Y detrás de lo que habéis visto estos meses, hay un gran equipo que lo ha hecho posible. 

Siempre buscando la mejor foto, un vídeo diferente o las palabras exactas. 

Gracias equipo de comunicación por darlo todo estos meses. A veces, con tanto ritmo, no os lo he puesto fácil 😅","y detrs de lo que habis visto estos meses hay un gran equipo que lo ha hecho posible 

siempre buscando la mejor foto un vdeo diferente o las palabras exactas 

gracias equipo de comunicacin por darlo todo estos meses a veces con tanto ritmo no os lo he puesto fcil ",Positive,1,0.27605233,0.09697528,0.6269724,False,True,False,False,26100,323,0.012375478927203065,204,0.007816091954022988,509,0.01950191570881226,609718,0.1819,27
182,PSOE,Juan Lobato," @juanlobato_es
",25500,2023-05-27,"Tarde en la Feria del Libro de Madrid con amigos y familia. 

📖❤️","tarde en la feria del libro de madrid con amigos y familia 

",Positive,1,0.0065240986,0.04581252,0.94766337,False,True,False,False,10300,65,0.006310679611650485,82,0.007961165048543689,292,0.028349514563106797,609718,0.1819,27
183,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"Vota Más Madrid

#VotaLoPróximo28M","vota ms madrid

votaloprximo28m",Positive,1,0.06357004,0.06279367,0.8736363,False,True,False,False,125500,1361,0.010844621513944223,386,0.0030756972111553784,1156,0.009211155378486055,615171,0.1835,27
184,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"Lo próximo es el compromiso, la dignidad, la igualdad, la justicia social y la buena política. 

Lo próximo es la única alternativa capaz de frustrarle las ganas al PP.

Lo próximo es lo cercano, lo próximo es el futuro. Lo próximo es Más Madrid.

#VotaLoPróximo28M","lo prximo es el compromiso la dignidad la igualdad la justicia social y la buena poltica 

lo prximo es la nica alternativa capaz de frustrarle las ganas al pp

lo prximo es lo cercano lo prximo es el futuro lo prximo es ms madrid

votaloprximo28m",Positive,1,0.38169995,0.16818076,0.45011932,False,True,False,True,12600,23,0.0018253968253968255,82,0.006507936507936508,161,0.012777777777777779,615171,0.1835,27
185,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"Quince días para lo próximo ✨
#VotaLoPróximo28M","quince das para lo prximo 
votaloprximo28m",Positive,1,0.008161251,0.034720153,0.9571185,False,True,False,False,8256,46,0.0055717054263565895,46,0.0055717054263565895,124,0.015019379844961241,615171,0.1835,27
186,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"Buenos días, las enfermeras y profesionales del cuidado son clave en el funcionamiento de nuestro sistema sanitario. En el día de la enfermería proponemos eliminar la figura de ""enfermera de retén"", indigna y lesiva para ellas y el sistema. 

-Y arreglar la sanidad pública-","buenos das las enfermeras y profesionales del cuidado son clave en el funcionamiento de nuestro sistema sanitario en el da de la enfermera proponemos eliminar la figura de enfermera de retn indigna y lesiva para ellas y el sistema 

y arreglar la sanidad pblica",Negative,-1,0.7601799,0.12517002,0.114650115,False,False,False,False,21000,111,0.005285714285714286,102,0.004857142857142857,278,0.013238095238095238,615171,0.1835,27
187,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"Además, para que nuestro sistema pueda estar basado en el cuidado, mejoraremos las ratios, condiciones y reconocimiento de las TCAE y demás profesionales del cuidado.",adems para que nuestro sistema pueda estar basado en el cuidado mejoraremos las ratios condiciones y reconocimiento de las tcae y dems profesionales del cuidado,Positive,1,0.097969644,0.25621292,0.64581746,False,False,False,False,4433,12,0.0027069704489059328,20,0.004511617414843221,51,0.011504624407850215,615171,0.1835,27
188,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"Nuestro Instituto va a ser un éxito porque impulsará algo muy sencillo: la idea de que la masculinidad es diversa, no tiene que ser dominante y si deconstruimos el concepto hegemónico de masculinidad todos y todas viviremos mejor.",nuestro instituto va a ser un xito porque impulsar algo muy sencillo la idea de que la masculinidad es diversa no tiene que ser dominante y si deconstruimos el concepto hegemnico de masculinidad todos y todas viviremos mejor,Positive,1,0.20348033,0.14956774,0.646952,False,True,False,True,7140,41,0.005742296918767507,25,0.0035014005602240898,46,0.006442577030812325,615171,0.1835,27
189,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"¡Getafe! El sábado por la mañana el sur se levanta por sus derechos, ilusiones y lo próximo que está por llegar este 28M💚",getafe el sbado por la maana el sur se levanta por sus derechos ilusiones y lo prximo que est por llegar este 28m,Positive,1,0.07429947,0.0728861,0.85281444,False,True,False,False,9770,55,0.005629477993858751,41,0.0041965199590583415,91,0.00931422722620266,615171,0.1835,27
190,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"En 
@MasMadrid__
proponemos una Agencia Madrileña de la Energía que planifique e impulse una despliegue renovable justo y que llegue a toda la ciudadanía. 

Lo cuenta aquí 
@CeliaGCeca
en 
@ERenovables
#VotaLoProximo28M","en 

proponemos una agencia madrilea de la energa que planifique e impulse una despliegue renovable justo y que llegue a toda la ciudadana 

lo cuenta aqu 

en 

votaloproximo28m",Positive,1,0.10050701,0.25122446,0.6482685,False,True,False,True,12600,3,0.0002380952380952381,28,0.0022222222222222222,60,0.004761904761904762,615171,0.1835,27
191,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"🔴 ALUCHE EN DIRECTO

Sigue el acto de Más Madrid aquí: https://youtube.com/live/b3f5szpNj10?feature=share"," aluche en directo

sigue el acto de ms madrid aqu ",Neutral,0,0.009951905,0.97222507,0.017822998,False,True,False,True,8494,22,0.0025900635742877325,25,0.002943254061690605,64,0.007534730397927949,615171,0.1835,27
192,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-12,La papeleta de lo próximo.,la papeleta de lo prximo,Negative,-1,0.44637266,0.3021473,0.25148013,False,True,False,False,17800,89,0.005,111,0.006235955056179775,238,0.013370786516853932,615171,0.1835,27
193,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-13,"DESDE EL SUR

🔴 Sigue en directo el acto de Más Madrid en Getafe

¡Empezamos a partir de las 11:30!

https://youtube.com/live/nrISoI5XV5Y?feature=share","desde el sur

 sigue en directo el acto de ms madrid en getafe

empezamos a partir de las 1130

",Neutral,0,0.009244006,0.92584324,0.06491277,False,True,False,True,6761,9,0.0013311640289897944,29,0.004289306315633782,72,0.010649312231918355,615171,0.1835,27
194,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-13,"En esta papeleta está lo próximo: pediatras, profes, árboles, políticas de igualdad y servicios públicos. #VotaLoPróximo28M",en esta papeleta est lo prximo pediatras profes rboles polticas de igualdad y servicios pblicos votaloprximo28m,Negative,-1,0.4656301,0.2827263,0.2516436,False,True,False,False,20900,204,0.009760765550239234,115,0.005502392344497608,255,0.012200956937799042,615171,0.1835,27
195,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-13,Y este domingo nos vemos en Villaverde para hablar del futuro verde que vamos a traer. Juntas y juntos hacemos lo próximo 💚🌿,y este domingo nos vemos en villaverde para hablar del futuro verde que vamos a traer juntas y juntos hacemos lo prximo ,Positive,1,0.013169284,0.1254292,0.8614015,False,True,False,False,13000,145,0.011153846153846153,25,0.0019230769230769232,100,0.007692307692307693,615171,0.1835,27
196,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-13,👉 Reserva tu entrada en, reserva tu entrada en,Neutral,0,0.018329559,0.9246681,0.057002414,False,True,True,False,4570,7,0.0015317286652078775,14,0.003063457330415755,35,0.007658643326039387,615171,0.1835,27
197,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-13,"Arranca #Eurovision y todos nuestros corazones están con Blanca Paloma ❤️
A por ello como tu sabes 
@BlancaPaloma_rb
✨","arranca eurovision y todos nuestros corazones estn con blanca paloma 
a por ello como tu sabes 

",Positive,1,0.01230788,0.020256592,0.9674355,False,True,True,False,14800,40,0.002702702702702703,11,0.0007432432432432432,66,0.00445945945945946,615171,0.1835,27
198,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-14,"🔴 VILLAVERDE EN DIRECTO

Sigue el acto de Más Madrid en Villaverde. Barrio a barrio, municipio a municipio. Vamos con todo y a por todas ✌️

¡Empezamos a partir de las 11:30!

https://youtube.com/live/CO8GrRXvXds?feature=share"," villaverde en directo

sigue el acto de ms madrid en villaverde barrio a barrio municipio a municipio vamos con todo y a por todas 

empezamos a partir de las 1130

",Positive,1,0.017994925,0.04833551,0.9336695,False,True,False,True,8384,15,0.00178912213740458,13,0.0015505725190839694,48,0.0057251908396946565,615171,0.1835,27
199,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-14,"Gracias a las vecinas y vecinos de Villaverde y, por supuesto, a todas las personas voluntarias que hacen la campaña posible. Lo próximo sois vosotras y vosotros 💚",gracias a las vecinas y vecinos de villaverde y por supuesto a todas las personas voluntarias que hacen la campaa posible lo prximo sois vosotras y vosotros ,Positive,1,0.011189819,0.01539624,0.97341394,False,True,False,False,14000,56,0.004,56,0.004,156,0.011142857142857144,615171,0.1835,27
200,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-14,"La primera condición para acabar con el dominio neoliberal es construir redes comunitarias.

En esta entrevista cuento las personales y las colectivas de 1976 y 2023.

https://lapoliticaonline.com/espana/entrevista-es/ayuso-pude-decir-barbaridades-porque-como-pueblo-nos-han-dejado-sin-conciencia-democratica/ por 
@ActisAndres","la primera condicin para acabar con el dominio neoliberal es construir redes comunitarias

en esta entrevista cuento las personales y las colectivas de 1976 y 2023

 por 
",Negative,-1,0.65497905,0.22335103,0.12166995,False,True,False,True,18000,37,0.0020555555555555557,81,0.0045,179,0.009944444444444445,615171,0.1835,27
201,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-14,"Nunca hemos pedido un ""Tinder público"". Ayuso y la comprensión lectora 👇",nunca hemos pedido un tinder pblico ayuso y la comprensin lectora ,Negative,-1,0.43447298,0.25230718,0.31321988,False,True,False,True,20800,67,0.0032211538461538462,53,0.002548076923076923,139,0.006682692307692308,615171,0.1835,27
202,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-14,"Su respeto por los niños:

285000 niños y niñas sin pediatra de Atención Primaria.

2062 niños y niñas en lista de espera de Atención Temprana.","su respeto por los nios

285000 nios y nias sin pediatra de atencin primaria

2062 nios y nias en lista de espera de atencin temprana",Negative,-1,0.6975142,0.17587914,0.12660667,False,True,False,True,49100,25,0.0005091649694501018,580,0.011812627291242363,1064,0.021670061099796335,615171,0.1835,27
203,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-14,"En las fiestas de Rivas con 
@Subcomandanta
y 
@AidaCast
, disfrutando y reivindicando la alegría como forma de hacer y objetivo de nuestro trabajo ♥️","en las fiestas de rivas con 

y 

 disfrutando y reivindicando la alegra como forma de hacer y objetivo de nuestro trabajo ",Positive,1,0.012283793,0.033864833,0.9538514,False,True,False,False,10300,14,0.0013592233009708738,18,0.0017475728155339806,68,0.006601941747572815,615171,0.1835,27
204,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-14,Mi pésame a familiares y seres queridos. Seguimos con preocupación la evolución de las personas heridas en el incendio y agradecemos a los servicios de emergencia su actuación.,mi psame a familiares y seres queridos seguimos con preocupacin la evolucin de las personas heridas en el incendio y agradecemos a los servicios de emergencia su actuacin,Positive,1,0.017133305,0.026236914,0.95662975,False,False,True,False,16900,15,0.0008875739644970414,31,0.0018343195266272189,127,0.007514792899408284,615171,0.1835,27
205,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-15,"Feliz San Isidro a todas las madrileñas y madrileños, independientemente de dónde hayan nacido o donde vivan. Madrid siempre será la casa de todas y todos ❤️",feliz san isidro a todas las madrileas y madrileos independientemente de dnde hayan nacido o donde vivan madrid siempre ser la casa de todas y todos ,Positive,1,0.00966199,0.021008367,0.96932966,False,True,False,False,21800,112,0.005137614678899082,81,0.0037155963302752293,232,0.010642201834862385,615171,0.1835,27
206,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-15,"En la Pradera de San Isidro con 
@Monica_Garcia_G
#MadridQueSi #VotaLoProximo28M 🙌🏳️‍⚧️🏳️‍🌈","en la pradera de san isidro con 

madridquesi votaloproximo28m ",Positive,1,0.029202469,0.06141215,0.9093854,False,True,False,True,18500,11,0.0005945945945945946,47,0.0025405405405405407,376,0.020324324324324326,615171,0.1835,27
207,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-15,"Gracias 
@Monica_Garcia_G
por acercarte a saludar a los médicos en la pradera y por firmar el #PactoPorLosMédicos. 

Trabajar por los madrileños es evitar que se queden sin médicos. Está en nuestra mano.","gracias 

por acercarte a saludar a los mdicos en la pradera y por firmar el pactoporlosmdicos 

trabajar por los madrileos es evitar que se queden sin mdicos est en nuestra mano",Positive,1,0.09160748,0.06540627,0.8429863,False,True,False,True,6154,7,0.0011374715632109197,79,0.012837179070523237,104,0.016899577510562237,615171,0.1835,27
208,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-15,"Acogedora, innovadora, tierra de tradiciones y oportunidades. Nos encanta Madrid porque #MadridEsLaHostia",acogedora innovadora tierra de tradiciones y oportunidades nos encanta madrid porque madrideslahostia,Positive,1,0.018241104,0.017800147,0.96395874,False,True,False,False,19800,156,0.00787878787878788,67,0.003383838383838384,208,0.010505050505050505,615171,0.1835,27
209,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-15,"Se acabó poner el foco fuera para no hablar de los problemas de los madrileños. Vamos a centrarlo todo en hablar de aquí, de Madrid.

#MadridEsLaHostia","se acab poner el foco fuera para no hablar de los problemas de los madrileos vamos a centrarlo todo en hablar de aqu de madrid

madrideslahostia",Negative,-1,0.8915232,0.06998735,0.038489472,False,True,False,True,703200,159,0.00022610921501706484,538,0.0007650739476678044,489,0.0006953924914675768,615171,0.1835,27
210,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-15,"Diversa, acogedora, combativa. 

#MadridEsLaHostia

Lo próximo, Más Madrid.","diversa acogedora combativa 

madrideslahostia

lo prximo ms madrid",Negative,-1,0.53570324,0.12128274,0.343014,False,True,False,True,9320,33,0.0035407725321888414,21,0.0022532188841201716,121,0.012982832618025752,615171,0.1835,27
211,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-15,"Si lo es 🌹

#MadridEsLaHostia","si lo es 

madrideslahostia",Positive,1,0.014491353,0.01969661,0.9658121,False,True,False,True,18800,112,0.005957446808510639,42,0.0022340425531914895,222,0.011808510638297872,615171,0.1835,27
212,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-15,"San Isidro, Pradera, buena gente y el cielo de Madrid. Poco más se puede pedir ♥️",san isidro pradera buena gente y el cielo de madrid poco ms se puede pedir ,Positive,1,0.031021265,0.03148123,0.93749756,False,True,False,False,28900,146,0.005051903114186851,63,0.002179930795847751,237,0.008200692041522491,615171,0.1835,27
213,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-16,"Buenos días, Madrid tiene más de 2000 niños y niñas en espera de Atención Temprana. Proponemos eliminar listas de espera creando 25 unidades de Atención Temprana dependientes de Atención Primaria, con derivación directa desde pediatría.

-Y arreglar la sanidad pública-","buenos das madrid tiene ms de 2000 nios y nias en espera de atencin temprana proponemos eliminar listas de espera creando 25 unidades de atencin temprana dependientes de atencin primaria con derivacin directa desde pediatra

y arreglar la sanidad pblica",Negative,-1,0.34555417,0.3376886,0.31675726,False,False,False,False,25800,132,0.0051162790697674414,115,0.004457364341085271,284,0.011007751937984495,615171,0.1835,27
214,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-16,"Empieza el debate del Colegio de Economistas de Madrid con 
@eduardoguti_
como representante de 
@MasMadrid__
.","empieza el debate del colegio de economistas de madrid con 

como representante de 

",Neutral,0,0.015916182,0.9694819,0.0146020055,False,True,False,True,4258,1,0.00023485204321277596,12,0.0028182245185533112,24,0.0056364490371066224,615171,0.1835,27
215,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-16,"El debate de esta noche en 
@telemadrid
será el único en el que Ayuso se dignará a aparecer.

Le reto a que, por una vez, se olvide de la Moncloa y hable de lo que importa: Madrid.","el debate de esta noche en 

ser el nico en el que ayuso se dignar a aparecer

le reto a que por una vez se olvide de la moncloa y hable de lo que importa madrid",Negative,-1,0.7563554,0.12732598,0.11631854,False,False,False,False,60600,366,0.00603960396039604,140,0.0023102310231023103,399,0.006584158415841584,615171,0.1835,27
216,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-16,"Mañana hablamos de feminismo y libertad. Y lo hacemos juntas, diversas y con alegría 💚",maana hablamos de feminismo y libertad y lo hacemos juntas diversas y con alegra ,Positive,1,0.015624682,0.05343587,0.93093944,False,True,False,False,9306,100,0.01074575542660649,37,0.0039759295078444015,98,0.01053084031807436,615171,0.1835,27
217,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-16,"Ayuso deja sin educación pública a 5.350 niños y niñas. 

De infantil a bachillerato, el abandono a las familias y la expulsión del sistema público de educación sólo ahonda en hacernos la región más desigual de España.","ayuso deja sin educacin pblica a 5350 nios y nias 

de infantil a bachillerato el abandono a las familias y la expulsin del sistema pblico de educacin slo ahonda en hacernos la regin ms desigual de espaa",Negative,-1,0.9394797,0.03826132,0.022258999,False,True,False,False,40500,187,0.004617283950617284,430,0.010617283950617284,583,0.014395061728395062,615171,0.1835,27
